165,"9.a","BuI","spaK","2/1",2,6
165,"9.b","BuI","spaK","2/1",2,6
165,"9.c","BuI","spaK","2/1",2,6
166,"9.a","ErK","fraK","9.a-1/3",1,1
166,"9.b","ErK","fraK","9.a-1/3",1,1
166,"9.c","ErK","fraK","9.a-1/3",1,1
166,"9.a","ErK","fraK","9.a-1/3",1,2
166,"9.b","ErK","fraK","9.a-1/3",1,2
166,"9.c","ErK","fraK","9.a-1/3",1,2
166,"9.a","ErK","fraK","9.b-1/5",3,2
166,"9.b","ErK","fraK","9.b-1/5",3,2
166,"9.c","ErK","fraK","9.b-1/5",3,2
166,"9.a","ErK","fraK","9.b-1/5",2,6
166,"9.b","ErK","fraK","9.b-1/5",2,6
166,"9.c","ErK","fraK","9.b-1/5",2,6
167,"9.a","NéK","kínK","tárgyaló",1,1
167,"9.b","NéK","kínK","tárgyaló",1,1
167,"9.c","NéK","kínK","tárgyaló",1,1
167,"9.a","NéK","kínK","tárgyaló",1,2
167,"9.b","NéK","kínK","tárgyaló",1,2
167,"9.c","NéK","kínK","tárgyaló",1,2
167,"9.a","NéK","kínK","2/1",3,2
167,"9.b","NéK","kínK","2/1",3,2
167,"9.c","NéK","kínK","2/1",3,2
167,"9.a","NéK","kínK","1/4",2,6
167,"9.b","NéK","kínK","1/4",2,6
167,"9.c","NéK","kínK","1/4",2,6
168,"9.b","UjM","matK","9.b-1/5",0,1
